question_id,image,acceptance_set,targets,scene_form,primary_label,primary_measure_degrees,secondary_label,secondary_measure_degrees,comparison_summary
angle_estimation_0001_open_q1,angle_estimation_0001.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=298; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,298,none,none,reflex
angle_estimation_0491_open_q1,angle_estimation_0491.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=132; secondary_label=Angle 1; secondary_measure_degrees=85; comparison_summary=wider-to-narrower ratio 1.55""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,132,Angle 1,85,wider-to-narrower ratio 1.55
angle_estimation_0492_open_q1,angle_estimation_0492.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=69; secondary_label=Angle 1; secondary_measure_degrees=27; comparison_summary=wider-to-narrower ratio 2.57""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,69,Angle 1,27,wider-to-narrower ratio 2.57
angle_estimation_0493_open_q1,angle_estimation_0493.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=104; secondary_label=Angle 2; secondary_measure_degrees=67; comparison_summary=wider-to-narrower ratio 1.55""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,104,Angle 2,67,wider-to-narrower ratio 1.55
angle_estimation_0494_open_q1,angle_estimation_0494.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=120; secondary_label=Angle 2; secondary_measure_degrees=112; comparison_summary=wider-to-narrower ratio 1.07""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,120,Angle 2,112,wider-to-narrower ratio 1.07
angle_estimation_0495_open_q1,angle_estimation_0495.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=87; secondary_label=Angle 1; secondary_measure_degrees=15; comparison_summary=wider-to-narrower ratio 5.84""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,87,Angle 1,15,wider-to-narrower ratio 5.84
angle_estimation_0496_open_q1,angle_estimation_0496.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=67; secondary_label=B; secondary_measure_degrees=46; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,67,B,46,middle vertex C
angle_estimation_0497_open_q1,angle_estimation_0497.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=75; secondary_label=B; secondary_measure_degrees=35; comparison_summary=middle vertex A""]","[""the printed vertex A""]",labelled triangle,C,75,B,35,middle vertex A
angle_estimation_0498_open_q1,angle_estimation_0498.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=84; secondary_label=B; secondary_measure_degrees=46; comparison_summary=middle vertex A""]","[""the printed vertex A""]",labelled triangle,C,84,B,46,middle vertex A
angle_estimation_0499_open_q1,angle_estimation_0499.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=72; secondary_label=B; secondary_measure_degrees=49; comparison_summary=middle vertex A""]","[""the printed vertex A""]",labelled triangle,C,72,B,49,middle vertex A
angle_estimation_0500_open_q1,angle_estimation_0500.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=67; secondary_label=A; secondary_measure_degrees=50; comparison_summary=middle vertex B""]","[""the printed vertex A""]",labelled triangle,C,67,A,50,middle vertex B
angle_estimation_0501_open_q1,angle_estimation_0501.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=224; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,224,none,none,reflex
angle_estimation_0502_open_q1,angle_estimation_0502.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=67; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,67,none,none,minor
angle_estimation_0503_open_q1,angle_estimation_0503.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=130; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,130,none,none,minor
angle_estimation_0504_open_q1,angle_estimation_0504.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=135; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,135,none,none,minor
angle_estimation_0505_open_q1,angle_estimation_0505.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=60; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,60,none,none,minor
angle_estimation_0506_open_q1,angle_estimation_0506.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=140; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,140,none,none,minor
angle_estimation_0507_open_q1,angle_estimation_0507.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=206; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,206,none,none,reflex
angle_estimation_0508_open_q1,angle_estimation_0508.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=236; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,236,none,none,reflex
angle_estimation_0509_open_q1,angle_estimation_0509.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=96; secondary_label=Angle 2; secondary_measure_degrees=79; comparison_summary=wider-to-narrower ratio 1.21""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,96,Angle 2,79,wider-to-narrower ratio 1.21
angle_estimation_0510_open_q1,angle_estimation_0510.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=77; secondary_label=Angle 1; secondary_measure_degrees=56; comparison_summary=wider-to-narrower ratio 1.39""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,77,Angle 1,56,wider-to-narrower ratio 1.39
angle_estimation_0511_open_q1,angle_estimation_0511.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=49; secondary_label=Angle 1; secondary_measure_degrees=29; comparison_summary=wider-to-narrower ratio 1.66""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,49,Angle 1,29,wider-to-narrower ratio 1.66
angle_estimation_0512_open_q1,angle_estimation_0512.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=152; secondary_label=Angle 1; secondary_measure_degrees=33; comparison_summary=wider-to-narrower ratio 4.66""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,152,Angle 1,33,wider-to-narrower ratio 4.66
angle_estimation_0513_open_q1,angle_estimation_0513.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=109; secondary_label=Angle 1; secondary_measure_degrees=31; comparison_summary=wider-to-narrower ratio 3.5""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,109,Angle 1,31,wider-to-narrower ratio 3.5
angle_estimation_0514_open_q1,angle_estimation_0514.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=52; secondary_label=Angle 2; secondary_measure_degrees=37; comparison_summary=wider-to-narrower ratio 1.41""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,52,Angle 2,37,wider-to-narrower ratio 1.41
angle_estimation_0515_open_q1,angle_estimation_0515.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=159; secondary_label=Angle 1; secondary_measure_degrees=25; comparison_summary=wider-to-narrower ratio 6.31""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,159,Angle 1,25,wider-to-narrower ratio 6.31
angle_estimation_0516_open_q1,angle_estimation_0516.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=91; secondary_label=C; secondary_measure_degrees=42; comparison_summary=middle vertex B""]","[""the printed vertex A""]",labelled triangle,A,91,C,42,middle vertex B
angle_estimation_0517_open_q1,angle_estimation_0517.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=90; secondary_label=B; secondary_measure_degrees=27; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,90,B,27,middle vertex C
angle_estimation_0518_open_q1,angle_estimation_0518.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=90; secondary_label=B; secondary_measure_degrees=43; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,90,B,43,middle vertex C
angle_estimation_0519_open_q1,angle_estimation_0519.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=90; secondary_label=B; secondary_measure_degrees=39; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,90,B,39,middle vertex C
angle_estimation_0520_open_q1,angle_estimation_0520.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=90; secondary_label=B; secondary_measure_degrees=42; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,90,B,42,middle vertex C
angle_estimation_0521_open_q1,angle_estimation_0521.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=302; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,302,none,none,reflex
angle_estimation_0522_open_q1,angle_estimation_0522.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=141; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,141,none,none,minor
angle_estimation_0523_open_q1,angle_estimation_0523.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=328; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,328,none,none,reflex
angle_estimation_0524_open_q1,angle_estimation_0524.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=206; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,206,none,none,reflex
angle_estimation_0525_open_q1,angle_estimation_0525.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=90; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,90,none,none,minor
angle_estimation_0526_open_q1,angle_estimation_0526.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=73; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,73,none,none,minor
angle_estimation_0527_open_q1,angle_estimation_0527.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=124; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,124,none,none,minor
angle_estimation_0528_open_q1,angle_estimation_0528.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=288; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,288,none,none,reflex
angle_estimation_0529_open_q1,angle_estimation_0529.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=143; secondary_label=Angle 1; secondary_measure_degrees=129; comparison_summary=wider-to-narrower ratio 1.1""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,143,Angle 1,129,wider-to-narrower ratio 1.1
angle_estimation_0530_open_q1,angle_estimation_0530.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=73; secondary_label=Angle 1; secondary_measure_degrees=25; comparison_summary=wider-to-narrower ratio 2.97""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,73,Angle 1,25,wider-to-narrower ratio 2.97
angle_estimation_0531_open_q1,angle_estimation_0531.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=104; secondary_label=Angle 2; secondary_measure_degrees=80; comparison_summary=wider-to-narrower ratio 1.3""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,104,Angle 2,80,wider-to-narrower ratio 1.3
angle_estimation_0532_open_q1,angle_estimation_0532.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=109; secondary_label=Angle 2; secondary_measure_degrees=25; comparison_summary=wider-to-narrower ratio 4.36""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,109,Angle 2,25,wider-to-narrower ratio 4.36
angle_estimation_0533_open_q1,angle_estimation_0533.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=76; secondary_label=Angle 2; secondary_measure_degrees=18; comparison_summary=wider-to-narrower ratio 4.21""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,76,Angle 2,18,wider-to-narrower ratio 4.21
angle_estimation_0534_open_q1,angle_estimation_0534.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=138; secondary_label=Angle 1; secondary_measure_degrees=50; comparison_summary=wider-to-narrower ratio 2.75""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,138,Angle 1,50,wider-to-narrower ratio 2.75
