task,image,prompt,groundtruth,metadata
Image Description,shadow_inference_0448.png,How many objects are casting a shadow in this image?,1,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":262.7543,""light_elevation_degrees"":54.1578,""num_objects"":1,""seed"":448}"
Basic Relational Reasoning,shadow_inference_0448.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":262.7543,""light_elevation_degrees"":54.1578,""num_objects"":1,""seed"":448}"
Comparative Reasoning,shadow_inference_0448.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":262.7543,""light_elevation_degrees"":54.1578,""num_objects"":1,""seed"":448}"
Compound Reasoning,shadow_inference_0448.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":262.7543,""light_elevation_degrees"":54.1578,""num_objects"":1,""seed"":448}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0448.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":262.7543,""light_elevation_degrees"":54.1578,""num_objects"":1,""seed"":448}"
Image Description,shadow_inference_0449.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":88.7622,""light_elevation_degrees"":52.3366,""num_objects"":3,""seed"":449}"
Basic Relational Reasoning,shadow_inference_0449.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":88.7622,""light_elevation_degrees"":52.3366,""num_objects"":3,""seed"":449}"
Comparative Reasoning,shadow_inference_0449.png,Which object casts the LONGEST shadow? Answer with that object's color.,teal,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":88.7622,""light_elevation_degrees"":52.3366,""num_objects"":3,""seed"":449}"
Compound Reasoning,shadow_inference_0449.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":88.7622,""light_elevation_degrees"":52.3366,""num_objects"":3,""seed"":449}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0449.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":88.7622,""light_elevation_degrees"":52.3366,""num_objects"":3,""seed"":449}"
Image Description,shadow_inference_0450.png,How many objects are casting a shadow in this image?,1,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":304,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":315.7757,""light_elevation_degrees"":69.1537,""num_objects"":1,""seed"":450}"
Basic Relational Reasoning,shadow_inference_0450.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",front,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":304,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":315.7757,""light_elevation_degrees"":69.1537,""num_objects"":1,""seed"":450}"
Comparative Reasoning,shadow_inference_0450.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":304,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":315.7757,""light_elevation_degrees"":69.1537,""num_objects"":1,""seed"":450}"
Compound Reasoning,shadow_inference_0450.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":304,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":315.7757,""light_elevation_degrees"":69.1537,""num_objects"":1,""seed"":450}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0450.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":304,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":315.7757,""light_elevation_degrees"":69.1537,""num_objects"":1,""seed"":450}"
Image Description,shadow_inference_0451.png,How many objects are casting a shadow in this image?,1,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.35,""ground_y"":293,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":133.2009,""light_elevation_degrees"":26.1504,""num_objects"":1,""seed"":451}"
Basic Relational Reasoning,shadow_inference_0451.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.35,""ground_y"":293,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":133.2009,""light_elevation_degrees"":26.1504,""num_objects"":1,""seed"":451}"
Comparative Reasoning,shadow_inference_0451.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.35,""ground_y"":293,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":133.2009,""light_elevation_degrees"":26.1504,""num_objects"":1,""seed"":451}"
Compound Reasoning,shadow_inference_0451.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",30,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.35,""ground_y"":293,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":133.2009,""light_elevation_degrees"":26.1504,""num_objects"":1,""seed"":451}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0451.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.35,""ground_y"":293,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":133.2009,""light_elevation_degrees"":26.1504,""num_objects"":1,""seed"":451}"
Image Description,shadow_inference_0452.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":292,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":71.0787,""light_elevation_degrees"":65.7958,""num_objects"":2,""seed"":452}"
Basic Relational Reasoning,shadow_inference_0452.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":292,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":71.0787,""light_elevation_degrees"":65.7958,""num_objects"":2,""seed"":452}"
Comparative Reasoning,shadow_inference_0452.png,Which object casts the LONGEST shadow? Answer with that object's color.,orange,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":292,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":71.0787,""light_elevation_degrees"":65.7958,""num_objects"":2,""seed"":452}"
