task,image,prompt,groundtruth,metadata
Comparative Reasoning,combination3d_0668.png,How many separate pieces are shown in candidate C?,2,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.35,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":668,""target_cube_count"":8,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_0668.png,Which candidate has the wrong total number of cubes compared to the target?,C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.35,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":668,""target_cube_count"":8,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_0668.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","9,3","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.35,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":668,""target_cube_count"":8,""vertical_axis"":""z""}"
Image Description,combination3d_0669.png,How many individual cubes make up the target structure?,12,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":669,""target_cube_count"":12,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_0669.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",A,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":669,""target_cube_count"":12,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_0669.png,Does candidate D have the same total number of cubes as the target? Answer yes or no.,yes,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":669,""target_cube_count"":12,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_0669.png,"Give the target's total cube count and maximum height along the vertical z-axis in layers as count,height.","12,4","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":669,""target_cube_count"":12,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_0669.png,"If the correctly assembled structure were rotated 90 degrees around the vertical z-axis as a whole, would it be the 'same shape, different angle' or a 'different structure'?","same shape, different angle","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":669,""target_cube_count"":12,""vertical_axis"":""z""}"
Image Description,combination3d_0670.png,How many individual cubes make up the target structure?,9,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.46,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":670,""target_cube_count"":9,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_0670.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",B,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.46,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":670,""target_cube_count"":9,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_0670.png,Does candidate C have the same total number of cubes as the target? Answer yes or no.,no,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.46,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":670,""target_cube_count"":9,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_0670.png,Which candidate has the wrong total number of cubes compared to the target?,C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.46,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":670,""target_cube_count"":9,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_0670.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","10,4","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.46,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":670,""target_cube_count"":9,""vertical_axis"":""z""}"
Image Description,combination3d_0671.png,How many individual cubes make up the target structure?,11,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":671,""target_cube_count"":11,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_0671.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":671,""target_cube_count"":11,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_0671.png,How many separate pieces are shown in candidate B?,2,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":671,""target_cube_count"":11,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_0671.png,"Give the target's total cube count and maximum height along the vertical z-axis in layers as count,height.","11,2","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":671,""target_cube_count"":11,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_0671.png,"If the correctly assembled structure were rotated 90 degrees around the vertical z-axis as a whole, would it be the 'same shape, different angle' or a 'different structure'?","same shape, different angle","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":671,""target_cube_count"":11,""vertical_axis"":""z""}"
Image Description,combination3d_0672.png,How many individual cubes make up the target structure?,9,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.46,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":672,""target_cube_count"":9,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_0672.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",D,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.46,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":672,""target_cube_count"":9,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_0672.png,Does candidate B have the same total number of cubes as the target? Answer yes or no.,yes,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.46,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":672,""target_cube_count"":9,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_0672.png,"Give the target's total cube count and maximum height along the vertical z-axis in layers as count,height.","9,1","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.46,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":672,""target_cube_count"":9,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_0672.png,"If the correctly assembled structure were rotated 90 degrees around the vertical z-axis as a whole, would it be the 'same shape, different angle' or a 'different structure'?","same shape, different angle","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.46,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":672,""target_cube_count"":9,""vertical_axis"":""z""}"
Image Description,combination3d_0673.png,How many individual cubes make up the target structure?,11,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":673,""target_cube_count"":11,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_0673.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",A,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":673,""target_cube_count"":11,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_0673.png,Does candidate D have the same total number of cubes as the target? Answer yes or no.,yes,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":673,""target_cube_count"":11,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_0673.png,Which candidate has the wrong total number of cubes compared to the target?,C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":673,""target_cube_count"":11,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_0673.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","12,4","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":673,""target_cube_count"":11,""vertical_axis"":""z""}"
Image Description,combination3d_0674.png,How many individual cubes make up the target structure?,8,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.35,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":674,""target_cube_count"":8,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_0674.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",B,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.35,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":674,""target_cube_count"":8,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_0674.png,Does candidate A have the same total number of cubes as the target? Answer yes or no.,yes,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.35,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":674,""target_cube_count"":8,""vertical_axis"":""z""}"
